rep	cluster_size	sources_rep	sources_members	members	has_DATABASE	has_PRED
PRED|XP_063131961.1	9	PRED	PRED	PRED|XP_063131961.1;PRED|XP_063131962.1;PRED|XP_063131963.1;PRED|XP_063131955.1;PRED|XP_063131956.1;PRED|XP_063131957.1;PRED|XP_063131958.1;PRED|XP_063131959.1;PRED|XP_063131960.1	False	True
PRED|NP_079867.1	9	PRED	PRED	PRED|NP_079867.1;PRED|NP_001355292.1;PRED|XP_036010318.1;PRED|NP_116211.2;PRED|NP_001100075.1;PRED|NP_001316684.1;PRED|NP_001316686.1;PRED|NP_001316687.1;PRED|XP_064421770.1	False	True
PRED|XP_052832727.1	9	PRED	PRED	PRED|XP_052832727.1;PRED|XP_052832728.1;PRED|XP_052832729.1;PRED|XP_052832730.1;PRED|XP_052832731.1;PRED|XP_052832732.1;PRED|XP_052830330.1;PRED|XP_052830345.1;PRED|XP_052830201.1	False	True
PRED|XP_015837722.1	9	PRED	PRED	PRED|XP_015837722.1;PRED|XP_064211996.1;PRED|XP_032229842.2;PRED|XP_004914073.2;PRED|XP_075927863.1;PRED|NP_001010978.2;PRED|XP_011539748.1;PRED|XP_038967071.1;PRED|XP_063117392.1	False	True
PRED|XP_002452363.2	9	PRED	PRED	PRED|XP_002452363.2;PRED|NP_001147168.1;PRED|NP_001147390.2;PRED|XP_015623811.1;PRED|XP_002452364.1;PRED|XP_011423154.3;PRED|XP_010235612.1;PRED|XP_010235613.1;PRED|XP_015624050.1	False	True
PRED|XP_008375924.1	9	PRED	PRED	PRED|XP_008375924.1;PRED|NP_188511.1;PRED|XP_629805.1;PRED|XP_628709.1;PRED|XP_646637.1;PRED|XP_070673678.1;PRED|XP_052307760.1;PRED|XP_052305225.1;PRED|XP_014756311.1	False	True
PRED|NP_001078397.1	9	PRED	PRED	PRED|NP_001078397.1;PRED|NP_001077509.1;PRED|NP_001077896.2;PRED|NP_001077511.1;PRED|NP_001077601.1;PRED|NP_001078036.1;PRED|NP_001077897.1;PRED|NP_001077898.1;PRED|NP_001078741.1	False	True
PRED|XP_059591306.1	9	PRED	PRED	PRED|XP_059591306.1;PRED|XP_010653778.3;PRED|XP_010644541.1;PRED|XP_059598715.1;PRED|XP_024317961.1;PRED|XP_021312891.1;PRED|XP_024310761.1;PRED|XP_070676271.1;PRED|XP_017985389.1	False	True
PRED|XP_002130617.4	9	PRED	PRED	PRED|XP_002130617.4;PRED|NP_001027615.1;PRED|XP_002131151.2;PRED|XP_002131213.1;PRED|XP_002125519.1;PRED|NP_001027617.1;PRED|XP_002125438.1;PRED|XP_002126204.1;PRED|XP_009862340.1	False	True
PRED|XP_048586181.1	9	PRED	PRED	PRED|XP_048586181.1;PRED|XP_001622362.1;PRED|XP_001632867.2;PRED|XP_001632868.1;PRED|NP_001254149.1;PRED|NP_001022432.1;PRED|NP_001024810.2;PRED|NP_001379423.1;PRED|NP_001254248.1	False	True
PRED|XP_075914523.1	9	PRED	PRED	PRED|XP_075914523.1;PRED|XP_075914524.1;PRED|XP_075914525.1;PRED|XP_075914528.1;PRED|XP_075914529.1;PRED|XP_075914531.1;PRED|XP_075914533.1;PRED|XP_075914530.1;PRED|XP_075914532.1	False	True
PRED|XP_003564087.1	9	PRED	PRED	PRED|XP_003564087.1;PRED|XP_015642100.1;PRED|XP_015642664.1;PRED|NP_001147327.2;PRED|XP_015641632.1;PRED|XP_066167808.1;PRED|NP_503447.1;PRED|NP_001379882.1;PRED|XP_015641631.1	False	True
PRED|XP_017970514.1	9	PRED	PRED	PRED|XP_017970514.1;PRED|XP_640994.1;PRED|XP_640764.1;PRED|XP_640766.1;PRED|XP_640767.1;PRED|XP_640768.1;PRED|XP_640769.1;PRED|XP_640987.1;PRED|XP_640762.1	False	True
PRED|NP_524090.2	9	PRED	PRED	PRED|NP_524090.2;PRED|NP_524088.2;PRED|NP_524091.1;PRED|NP_524089.2;PRED|NP_001189113.1;PRED|NP_524094.2;PRED|NP_648797.1;PRED|NP_001261889.1;PRED|NP_648795.2	False	True
PRED|WP_002885518.1	9	PRED	PRED	PRED|WP_002885518.1;PRED|WP_000239596.1;PRED|WP_000239598.1;PRED|WP_000239596.1;PRED|WP_000977687.1;PRED|WP_002885511.1;PRED|WP_000977757.1;PRED|WP_001984826.1;PRED|WP_000977756.1	False	True
PRED|XP_020396188.1	9	PRED	PRED	PRED|XP_020396188.1;PRED|NP_001152667.1;PRED|XP_010238191.1;PRED|XP_014758283.1;PRED|XP_014758285.1;PRED|XP_021309864.1;PRED|XP_021309865.1;PRED|XP_015645576.1;PRED|XP_015645577.1	False	True
PRED|XP_037867173.1	9	PRED	PRED	PRED|XP_037867173.1;PRED|XP_028965016.1;PRED|NP_741125.1;PRED|NP_648859.1;PRED|XP_015165646.1;PRED|XP_015165647.1;PRED|NP_001154231.1;PRED|XP_006590160.1;PRED|XP_070676209.1	False	True
PRED|XP_048584017.1	8	PRED	PRED	PRED|XP_048584017.1;PRED|XP_048583990.1;PRED|XP_032233442.1;PRED|XP_048584021.1;PRED|XP_048584022.1;PRED|XP_032225101.2;PRED|XP_048583377.1;PRED|XP_032226757.2	False	True
PRED|XP_643034.1	8	PRED	PRED	PRED|XP_643034.1;PRED|XP_636552.1;PRED|XP_643033.1;PRED|XP_636879.1;PRED|XP_638054.1;PRED|XP_638055.1;PRED|XP_638056.1;PRED|XP_628931.1	False	True
PRED|XP_039688320.1	8	PRED	PRED	PRED|XP_039688320.1;PRED|XP_039688321.1;PRED|XP_039688322.1;PRED|XP_316012.3;PRED|XP_003568027.1;PRED|XP_010231475.1;PRED|XP_024314428.1;PRED|XP_021321805.1	False	True
PRED|XP_032800565.2	8	PRED	PRED	PRED|XP_032800565.2;PRED|NP_001070895.1;PRED|NP_001298018.1;PRED|NP_001298019.1;PRED|NP_001308164.1;PRED|XP_040057872.1;PRED|XP_011611228.2;PRED|XP_040033506.1	False	True
PRED|XP_643415.1	8	PRED	PRED	PRED|XP_643415.1;PRED|XP_645403.1;PRED|XP_643410.1;PRED|XP_643414.2;PRED|XP_629181.1;PRED|XP_629180.1;PRED|XP_629182.1;PRED|XP_643412.2	False	True
PRED|XP_013447570.1	8	PRED	PRED	PRED|XP_013447570.1;PRED|XP_014633653.1;PRED|WP_005788413.1;PRED|XP_009044398.1;PRED|XP_015165403.1;PRED|XP_015165404.1;PRED|XP_015165405.1;PRED|XP_015165406.1	False	True
PRED|XP_014626719.1	8	PRED	PRED	PRED|XP_014626719.1;PRED|XP_035822878.1;PRED|XP_035822879.1;PRED|XP_025875890.1;PRED|XP_010232880.1;PRED|NP_001119059.1;PRED|XP_020407205.1;PRED|NP_001318123.1	False	True
PRED|WP_003232317.1	8	PRED	PRED	PRED|WP_003232317.1;PRED|WP_009968115.1;PRED|WP_003234495.1;PRED|WP_015482794.1;PRED|WP_015251877.1;PRED|WP_015252337.1;PRED|WP_003155248.1;PRED|WP_003327753.1	False	True
PRED|XP_032234186.2	8	PRED	PRED	PRED|XP_032234186.2;PRED|XP_032242219.1;PRED|XP_032234178.2;PRED|XP_048585718.1;PRED|XP_032234177.2;PRED|XP_032237611.1;PRED|XP_048585713.1;PRED|XP_032237572.1	False	True
PRED|XP_042928319.1	8	PRED	PRED	PRED|XP_042928319.1;PRED|NP_001247074.1;PRED|NP_500537.1;PRED|NP_500534.1;PRED|NP_001033412.1;PRED|NP_500535.1;PRED|NP_001023235.1;PRED|NP_001033418.1	False	True
PRED|WP_004567434.1	8	PRED	PRED	PRED|WP_004567434.1;PRED|WP_000511323.1;PRED|WP_000511317.1;PRED|WP_000511313.1;PRED|WP_000512149.1;PRED|WP_002909014.1;PRED|WP_000512153.1;PRED|WP_005791529.1	False	True
PRED|XP_048578220.1	8	PRED	PRED	PRED|XP_048578220.1;PRED|XP_048578221.1;PRED|XP_048578222.1;PRED|XP_048578223.1;PRED|XP_048578227.1;PRED|XP_048578228.1;PRED|XP_032228931.1;PRED|XP_032234509.2	False	True
PRED|XP_003225543.2	8	PRED	PRED	PRED|XP_003225543.2;PRED|XP_040035613.1;PRED|XP_040035614.1;PRED|XP_040534646.1;PRED|XP_011509547.1;PRED|NP_035063.1;PRED|NP_446202.1;PRED|NP_077720.1	False	True
PRED|XP_046452392.1	8	PRED	PRED	PRED|XP_046452392.1;PRED|XP_046452393.1;PRED|XP_046452394.1;PRED|NP_001403290.1;PRED|NP_001403292.1;PRED|NP_001403293.1;PRED|NP_001403308.1;PRED|XP_005096236.1	False	True
PRED|XP_015162397.1	8	PRED	PRED	PRED|XP_015162397.1;PRED|XP_015162398.1;PRED|XP_015162399.1;PRED|XP_015162401.1;PRED|XP_040865863.1;PRED|XP_003543032.1;PRED|XP_013453726.1;PRED|XP_013453727.1	False	True
PRED|XP_001688001.2	8	PRED	PRED	PRED|XP_001688001.2;PRED|XP_061498282.1;PRED|XP_001237104.2;PRED|XP_001687991.1;PRED|XP_001687992.2;PRED|XP_001687995.2;PRED|XP_001688014.2;PRED|XP_061498283.1	False	True
PRED|XP_032233413.2	8	PRED	PRED	PRED|XP_032233413.2;PRED|XP_032233414.2;PRED|XP_032233415.2;PRED|XP_032239632.2;PRED|XP_048583423.1;PRED|XP_048583424.1;PRED|XP_048588685.1;PRED|NP_001023684.1	False	True
PRED|XP_002125765.3	8	PRED	PRED	PRED|XP_002125765.3;PRED|XP_002128544.2;PRED|XP_002125315.1;PRED|XP_009861089.1;PRED|XP_002129893.1;PRED|XP_026692611.1;PRED|XP_026692609.1;PRED|XP_026692610.1	False	True
PRED|WP_005777530.1	8	PRED	PRED	PRED|WP_005777530.1;PRED|YP_247586.1;PRED|NP_904218.1;PRED|YP_001109486.1;PRED|YP_635626.1;PRED|WP_003151167.1;PRED|WP_001048816.1;PRED|WP_000450922.1	False	True
PRED|XP_001710273.2	8	PRED	PRED	PRED|XP_001710273.2;PRED|XP_001705986.2;PRED|XP_001706163.2;PRED|XP_001705381.2;PRED|XP_001709724.2;PRED|XP_001708478.2;PRED|XP_037901619.1;PRED|XP_001703891.2	False	True
PRED|XP_012047684.1	8	PRED	PRED	PRED|XP_012047684.1;PRED|NP_001370602.1;PRED|NP_001023410.1;PRED|WP_002903230.1;PRED|WP_000508175.1;PRED|WP_000508176.1;PRED|WP_000508177.1;PRED|XP_646355.2	False	True
PRED|XP_976565.1	8	PRED	PRED	PRED|XP_976565.1;PRED|XP_001017987.1;PRED|XP_001014982.1;PRED|XP_976566.1;PRED|XP_001017988.1;PRED|XP_001018285.1;PRED|XP_001018286.1;PRED|XP_001018358.1	False	True
PRED|YP_001381672.1	8	PRED	PRED	PRED|YP_001381672.1;PRED|YP_635687.1;PRED|YP_538820.1;PRED|YP_247648.1;PRED|YP_010304206.1;PRED|YP_004021371.1;PRED|YP_002608375.1;PRED|YP_567126.1	False	True
PRED|XP_070664105.1	8	PRED	PRED	PRED|XP_070664105.1;PRED|XP_070664106.1;PRED|XP_070664107.1;PRED|XP_070664108.1;PRED|XP_070664109.1;PRED|XP_070664110.1;PRED|XP_070664111.1;PRED|XP_070664112.1	False	True
PRED|XP_021313795.1	8	PRED	PRED	PRED|XP_021313795.1;PRED|XP_008645176.1;PRED|XP_002453192.2;PRED|XP_066163952.1;PRED|XP_066163953.1;PRED|XP_024318410.1;PRED|XP_025878844.1;PRED|XP_015625011.1	False	True
PRED|XP_021311475.1	8	PRED	PRED	PRED|XP_021311475.1;PRED|XP_028956834.1;PRED|XP_015612546.1;PRED|XP_002459182.1;PRED|XP_002311149.1;PRED|XP_031742184.1;PRED|XP_031742185.1;PRED|XP_031742186.1	False	True
PRED|NP_001295087.1	8	PRED	PRED	PRED|NP_001295087.1;PRED|NP_003227.1;PRED|XP_030111172.1;PRED|XP_038962998.1;PRED|XP_062817078.1;PRED|XP_006236884.1;PRED|NP_001295088.1;PRED|XP_042200479.1	False	True
PRED|XP_030848427.1	8	PRED	PRED	PRED|XP_030848427.1;PRED|XP_030848428.1;PRED|XP_030848429.1;PRED|XP_030832653.1;PRED|XP_030846083.1;PRED|XP_001180492.2;PRED|XP_011680325.1;PRED|XP_004226737.1	False	True
PRED|XP_008673533.1	8	PRED	PRED	PRED|XP_008673533.1;PRED|NP_001142501.2;PRED|XP_010234153.1;PRED|XP_021313496.1;PRED|XP_021304374.1;PRED|NP_001341492.1;PRED|XP_020406763.1;PRED|XP_015647366.1	False	True
PRED|XP_024523738.1	8	PRED	PRED	PRED|XP_024523738.1;PRED|XP_024518860.1;PRED|XP_024523739.1;PRED|XP_024518861.1;PRED|XP_024518864.1;PRED|XP_024518865.1;PRED|XP_024518867.1;PRED|XP_024518868.1	False	True
PRED|XP_061518800.1	8	PRED	PRED	PRED|XP_061518800.1;PRED|XP_061518801.1;PRED|XP_061518802.1;PRED|XP_061518804.1;PRED|XP_061518805.1;PRED|XP_061518806.1;PRED|XP_061518807.1;PRED|XP_061518811.1	False	True
PRED|XP_025981322.1	8	PRED	PRED	PRED|XP_025981322.1;PRED|XP_006576103.1;PRED|XP_006596612.3;PRED|XP_006575566.1;PRED|NP_001243007.1;PRED|NP_001243008.3;PRED|NP_001241096.1;PRED|XP_006595841.2	False	True
PRED|XP_025878852.1	8	PRED	PRED	PRED|XP_025878852.1;PRED|XP_002456992.1;PRED|XP_024315064.1;PRED|XP_015624999.1;PRED|NP_001315606.1;PRED|XP_024310419.1;PRED|NP_001347370.1;PRED|XP_025879225.1	False	True
PRED|XP_008198817.1	8	PRED	PRED	PRED|XP_008198817.1;PRED|XP_967877.1;PRED|XP_012551170.1;PRED|NP_001159622.2;PRED|XP_062524579.1;PRED|XP_062524580.1;PRED|NP_001106744.1;PRED|XP_975685.1	False	True
PRED|NP_001076580.1	8	PRED	PRED	PRED|NP_001076580.1;PRED|NP_001074346.1;PRED|NP_032171.1;PRED|NP_036899.1;PRED|XP_031753457.1;PRED|NP_001107165.1;PRED|XP_003963999.1;PRED|XP_040034843.1	False	True
PRED|NP_493469.1	8	PRED	PRED	PRED|NP_493469.1;PRED|NP_493470.1;PRED|NP_493471.1;PRED|NP_001252300.1;PRED|NP_001252301.1;PRED|NP_001076637.2;PRED|NP_001021177.3;PRED|NP_001379514.1	False	True
PRED|XP_001014487.1	8	PRED	PRED	PRED|XP_001014487.1;PRED|XP_012653181.1;PRED|XP_001010534.1;PRED|XP_001010528.1;PRED|XP_001010535.2;PRED|XP_001008700.1;PRED|XP_001008701.2;PRED|XP_001008729.1	False	True
PRED|XP_001020754.1	8	PRED	PRED	PRED|XP_001020754.1;PRED|XP_001020751.1;PRED|XP_001020744.1;PRED|XP_001020745.1;PRED|XP_001020747.1;PRED|XP_001020748.1;PRED|XP_001020752.2;PRED|XP_001020417.1	False	True
PRED|XP_006589443.3	8	PRED	PRED	PRED|XP_006589443.3;PRED|XP_003556211.1;PRED|XP_004146895.1;PRED|XP_006376961.1;PRED|XP_003591986.1;PRED|XP_007038239.2;PRED|NP_568938.1;PRED|XP_006365339.1	False	True
PRED|XP_008655647.1	8	PRED	PRED	PRED|XP_008655647.1;PRED|XP_008673682.1;PRED|XP_008673685.1;PRED|XP_021311072.1;PRED|NP_179492.1;PRED|NP_179493.1;PRED|NP_179494.2;PRED|NP_001077916.1	False	True
PRED|NP_849384.1	8	PRED	PRED	PRED|NP_849384.1;PRED|XP_028965819.1;PRED|XP_017983777.1;PRED|XP_028965820.1;PRED|XP_006365900.1;PRED|XP_006365901.1;PRED|XP_003728514.1;PRED|NP_001003998.1	False	True
PRED|XP_024367978.1	8	PRED	PRED	PRED|XP_024367978.1;PRED|XP_024361304.1;PRED|XP_024378236.1;PRED|XP_024361429.1;PRED|XP_024379246.1;PRED|XP_024365095.1;PRED|XP_024372026.1;PRED|XP_024396191.1	False	True
PRED|XP_001237131.1	8	PRED	PRED	PRED|XP_001237131.1;PRED|XP_061502020.1;PRED|XP_061502021.1;PRED|XP_061502022.1;PRED|XP_061502023.1;PRED|XP_061502024.1;PRED|XP_061502025.1;PRED|NP_001157389.1	False	True
PRED|NP_504978.1	8	PRED	PRED	PRED|NP_504978.1;PRED|NP_507336.2;PRED|NP_507333.1;PRED|NP_507331.1;PRED|NP_504148.1;PRED|NP_507155.1;PRED|NP_001123161.2;PRED|NP_506932.1	False	True
PRED|XP_011386623.1	8	PRED	PRED	PRED|XP_011386623.1;PRED|NP_001077684.1;PRED|XP_007016453.2;PRED|NP_001322091.1;PRED|NP_001077685.1;PRED|XP_006350759.1;PRED|XP_003524824.1;PRED|XP_003531114.1	False	True
PRED|NP_001326559.1	8	PRED	PRED	PRED|NP_001326559.1;PRED|NP_001078256.1;PRED|NP_001318868.1;PRED|NP_001077710.1;PRED|NP_974016.1;PRED|NP_001078258.1;PRED|NP_001078786.1;PRED|NP_001078787.4	False	True
PRED|XP_073388222.1	8	PRED	PRED	PRED|XP_073388222.1;PRED|XP_073388223.1;PRED|XP_024368021.1;PRED|XP_024368022.1;PRED|XP_024386170.1;PRED|XP_024386171.1;PRED|XP_073388220.1;PRED|XP_073388221.1	False	True
PRED|XP_065922665.1	7	PRED	PRED	PRED|XP_065922665.1;PRED|XP_034311766.2;PRED|XP_065922667.1;PRED|XP_065922669.1;PRED|XP_065922670.1;PRED|XP_011443481.3;PRED|XP_034309127.2	False	True
PRED|XP_002463028.1	7	PRED	PRED	PRED|XP_002463028.1;PRED|NP_001354729.1;PRED|NP_974011.1;PRED|NP_001319560.1;PRED|NP_179679.1;PRED|XP_070673686.1;PRED|XP_011650561.1	False	True
PRED|WP_004143718.1	7	PRED	PRED	PRED|WP_004143718.1;PRED|WP_004150795.1;PRED|WP_000807657.1;PRED|WP_001273663.1;PRED|WP_001273658.1;PRED|WP_002898708.1;PRED|WP_001273654.1	False	True
PRED|XP_008652373.1	7	PRED	PRED	PRED|XP_008652373.1;PRED|XP_008678160.1;PRED|XP_008678161.1;PRED|XP_031742370.1;PRED|XP_007043226.2;PRED|XP_006606369.1;PRED|XP_006589291.1	False	True
PRED|XP_011422687.3	7	PRED	PRED	PRED|XP_011422687.3;PRED|XP_009049647.1;PRED|XP_014782418.1;PRED|XP_052830004.1;PRED|XP_005102992.1;PRED|XP_005102993.1;PRED|XP_005102994.1	False	True
PRED|XP_063137697.1	7	PRED	PRED	PRED|XP_063137697.1;PRED|XP_063137698.1;PRED|XP_063137699.1;PRED|XP_035826909.1;PRED|XP_065928963.1;PRED|XP_065928964.1;PRED|XP_048587229.1	False	True
PRED|XP_026692940.1	7	PRED	PRED	PRED|XP_026692940.1;PRED|XP_018669864.1;PRED|XP_009860393.1;PRED|XP_026692942.1;PRED|XP_026692943.1;PRED|XP_004226718.1;PRED|XP_002122388.1	False	True
PRED|XP_046777209.1	7	PRED	PRED	PRED|XP_046777209.1;PRED|NP_001075888.2;PRED|NP_056977.1;PRED|XP_006245540.1;PRED|NP_071558.1;PRED|NP_001095117.1;PRED|NP_001232914.1	False	True
PRED|XP_026692539.1	7	PRED	PRED	PRED|XP_026692539.1;PRED|XP_009862480.1;PRED|XP_026692547.1;PRED|XP_026692552.1;PRED|XP_026692555.1;PRED|XP_026692556.1;PRED|XP_026692543.1	False	True
PRED|XP_036014205.1	7	PRED	PRED	PRED|XP_036014205.1;PRED|XP_036014206.1;PRED|XP_036014207.1;PRED|XP_036014208.1;PRED|XP_036014209.1;PRED|XP_036014210.1;PRED|XP_036014216.1	False	True
PRED|XP_046460418.1	7	PRED	PRED	PRED|XP_046460418.1;PRED|XP_046460419.1;PRED|XP_046460420.1;PRED|XP_046460421.1;PRED|XP_046461387.1;PRED|XP_046460422.1;PRED|XP_046460426.1	False	True
PRED|XP_002458088.2	7	PRED	PRED	PRED|XP_002458088.2;PRED|NP_001143758.1;PRED|XP_015635587.1;PRED|NP_001152940.1;PRED|XP_002458089.1;PRED|NP_001152930.1;PRED|XP_002458090.1	False	True
PRED|NP_001256431.1	7	PRED	PRED	PRED|NP_001256431.1;PRED|NP_001334226.1;PRED|NP_001334227.1;PRED|NP_001334228.1;PRED|NP_001334229.1;PRED|NP_001334230.1;PRED|NP_500167.1	False	True
PRED|XP_001640960.3	7	PRED	PRED	PRED|XP_001640960.3;PRED|XP_048576883.1;PRED|XP_032218917.1;PRED|XP_032233463.1;PRED|XP_001629350.1;PRED|XP_032233464.1;PRED|XP_032233466.1	False	True
PRED|XP_063118804.1	7	PRED	PRED	PRED|XP_063118804.1;PRED|XP_063137101.1;PRED|XP_063137102.1;PRED|XP_063137103.1;PRED|XP_052834268.1;PRED|XP_063118805.1;PRED|XP_036018059.1	False	True
PRED|XP_073388157.1	7	PRED	PRED	PRED|XP_073388157.1;PRED|XP_073388158.1;PRED|XP_073388159.1;PRED|XP_073388160.1;PRED|XP_073388161.1;PRED|XP_073388162.1;PRED|XP_073388163.1	False	True
PRED|XP_073389340.1	7	PRED	PRED	PRED|XP_073389340.1;PRED|XP_073389341.1;PRED|XP_073389343.1;PRED|XP_073389344.1;PRED|XP_073389337.1;PRED|XP_073389338.1;PRED|XP_073389339.1	False	True
PRED|XP_042914549.1	7	PRED	PRED	PRED|XP_042914549.1;PRED|XP_042922074.1;PRED|XP_042927930.1;PRED|XP_042917768.1;PRED|XP_042916576.1;PRED|XP_042914161.1;PRED|XP_042914167.1	False	True
PRED|XP_011654597.1	7	PRED	PRED	PRED|XP_011654597.1;PRED|XP_011654598.1;PRED|XP_011654599.1;PRED|XP_011654600.1;PRED|XP_031742147.1;PRED|XP_031742148.1;PRED|NP_192819.1	False	True
PRED|NP_001235077.2	7	PRED	PRED	PRED|NP_001235077.2;PRED|XP_003611725.1;PRED|XP_003539363.1;PRED|XP_004148071.1;PRED|XP_006374915.2;PRED|XP_024534956.1;PRED|XP_024520341.1	False	True
PRED|XP_024364947.1	7	PRED	PRED	PRED|XP_024364947.1;PRED|XP_073387442.1;PRED|XP_007018068.1;PRED|NP_001267705.1;PRED|XP_003580334.1;PRED|XP_015637123.1;PRED|XP_015637124.1	False	True
PRED|XP_073386628.1	7	PRED	PRED	PRED|XP_073386628.1;PRED|XP_073386629.1;PRED|XP_073386630.1;PRED|XP_073386631.1;PRED|XP_073386632.1;PRED|XP_073386633.1;PRED|XP_073386635.1	False	True
PRED|NP_001237126.1	7	PRED	PRED	PRED|NP_001237126.1;PRED|XP_003554930.1;PRED|NP_001238589.2;PRED|NP_001236581.2;PRED|XP_025980798.1;PRED|XP_025980816.1;PRED|XP_025982869.1	False	True
PRED|XP_040864995.1	7	PRED	PRED	PRED|XP_040864995.1;PRED|XP_014625546.1;PRED|XP_014625554.1;PRED|XP_006575561.1;PRED|XP_014625551.1;PRED|NP_001237616.2;PRED|XP_014628161.2	False	True
PRED|XP_021324603.1	7	PRED	PRED	PRED|XP_021324603.1;PRED|XP_040052146.1;PRED|XP_040025041.1;PRED|XP_040052148.1;PRED|XP_040052149.1;PRED|XP_040052153.1;PRED|XP_032222483.1	False	True
PRED|WP_003403683.1	7	PRED	PRED	PRED|WP_003403683.1;PRED|WP_001140434.1;PRED|WP_001140433.1;PRED|WP_001140433.1;PRED|WP_001140434.1;PRED|WP_000057241.1;PRED|WP_002986624.1	False	True
PRED|XP_006600258.1	7	PRED	PRED	PRED|XP_006600258.1;PRED|XP_020405276.1;PRED|XP_024637245.1;PRED|NP_001314929.1;PRED|XP_006349347.1;PRED|NP_001184952.1;PRED|XP_006389553.2	False	True
PRED|XP_075913137.1	7	PRED	PRED	PRED|XP_075913137.1;PRED|XP_075915516.1;PRED|XP_075913504.1;PRED|XP_075913505.1;PRED|XP_075913506.1;PRED|XP_063141393.1;PRED|XP_063141394.1	False	True
PRED|XP_007038067.2	7	PRED	PRED	PRED|XP_007038067.2;PRED|XP_021317240.1;PRED|XP_002450778.1;PRED|XP_015616568.1;PRED|XP_015619640.1;PRED|XP_015619589.1;PRED|XP_015619597.1	False	True
PRED|XP_068069889.2	7	PRED	PRED	PRED|XP_068069889.2;PRED|XP_073780090.1;PRED|XP_068069890.2;PRED|XP_068069891.2;PRED|XP_073780088.1;PRED|XP_073780089.1;PRED|XP_073780091.1	False	True
PRED|XP_007905871.1	7	PRED	PRED	PRED|XP_007905871.1;PRED|XP_040035628.1;PRED|XP_040035637.1;PRED|XP_014345847.1;PRED|XP_032830868.2;PRED|XP_032830870.1;PRED|XP_032830871.1	False	True
PRED|XP_066163210.1	7	PRED	PRED	PRED|XP_066163210.1;PRED|XP_066163211.1;PRED|XP_066163213.1;PRED|XP_066163214.1;PRED|XP_066163215.1;PRED|XP_066163216.1;PRED|XP_066163217.1	False	True
PRED|XP_008111792.2	7	PRED	PRED	PRED|XP_008111792.2;PRED|XP_040047495.1;PRED|XP_073800708.1;PRED|XP_029696825.1;PRED|XP_032242619.1;PRED|XP_011431006.3;PRED|XP_009055751.1	False	True
PRED|WP_001889156.1	7	PRED	PRED	PRED|WP_001889156.1;PRED|WP_001999499.1;PRED|WP_032473865.1;PRED|WP_313904856.1;PRED|WP_001909360.1;PRED|WP_001894451.1;PRED|WP_001917086.1	False	True
PRED|XP_640900.1	7	PRED	PRED	PRED|XP_640900.1;PRED|XP_642358.1;PRED|XP_642365.1;PRED|XP_642366.1;PRED|XP_642357.1;PRED|XP_637079.1;PRED|XP_642718.1	False	True
PRED|XP_020400520.1	7	PRED	PRED	PRED|XP_020400520.1;PRED|NP_001314911.1;PRED|XP_035818848.1;PRED|XP_008661577.1;PRED|NP_001305074.1;PRED|XP_008661579.1;PRED|XP_006355508.1	False	True
PRED|NP_477203.1	7	PRED	PRED	PRED|NP_477203.1;PRED|XP_002368895.1;PRED|NP_001255763.1;PRED|NP_726053.1;PRED|NP_726054.1;PRED|XP_002585472.1;PRED|XP_001704097.1	False	True
PRED|NP_001036960.1	7	PRED	PRED	PRED|NP_001036960.1;PRED|NP_001166778.1;PRED|NP_001166779.1;PRED|XP_062529509.1;PRED|NP_001166799.1;PRED|NP_001166780.1;PRED|NP_001166798.1	False	True
PRED|NP_001336500.1	7	PRED	PRED	PRED|NP_001336500.1;PRED|XP_004147837.1;PRED|XP_007042000.1;PRED|XP_003540940.1;PRED|XP_024456367.1;PRED|XP_002301990.1;PRED|XP_024450655.1	False	True
PRED|XP_009051223.1	7	PRED	PRED	PRED|XP_009051223.1;PRED|XP_009051224.1;PRED|XP_009051228.1;PRED|XP_009056135.1;PRED|XP_009061100.1;PRED|XP_009053712.1;PRED|XP_009059632.1	False	True
PRED|XP_070678652.1	7	PRED	PRED	PRED|XP_070678652.1;PRED|XP_028965725.2;PRED|XP_008372500.3;PRED|XP_024527251.1;PRED|XP_032824716.2;PRED|XP_019330909.1;PRED|NP_001011061.1	False	True
PRED|XP_003629015.1	7	PRED	PRED	PRED|XP_003629015.1;PRED|XP_003534339.1;PRED|XP_003612494.1;PRED|XP_003547734.2;PRED|XP_039690178.1;PRED|XP_002269579.1;PRED|XP_010644493.1	False	True
PRED|NP_723882.1	7	PRED	PRED	PRED|NP_723882.1;PRED|NP_001162976.1;PRED|NP_001162978.1;PRED|NP_001162979.1;PRED|NP_609716.2;PRED|NP_001188811.1;PRED|NP_001285939.1	False	True
PRED|XP_031758435.1	7	PRED	PRED	PRED|XP_031758435.1;PRED|NP_001279269.1;PRED|NP_001279275.1;PRED|NP_001279281.1;PRED|XP_040060819.1;PRED|XP_021335528.1;PRED|XP_031758799.1	False	True
PRED|XP_029702750.1	7	PRED	PRED	PRED|XP_029702750.1;PRED|XP_030108787.1;PRED|XP_030108788.1;PRED|XP_012935868.1;PRED|XP_035823094.1;PRED|XP_646628.1;PRED|XP_635331.1	False	True
PRED|NP_507583.2	7	PRED	PRED	PRED|NP_507583.2;PRED|NP_001263921.1;PRED|NP_001263922.1;PRED|NP_001024256.3;PRED|NP_001256795.1;PRED|NP_001123052.2;PRED|NP_001263920.1	False	True
