cluster_id	cluster_size	sources	members	has_DATABASE	has_PRED
cluster_104	95	DATABASE;PRED	DATABASE|AP02067||Pancreatic_ribonuclease;DATABASE|AP02068||Pancreatic_ribonuclease;DATABASE|AP02069||Pancreatic_ribonuclease;DATABASE|AP02073||Pancreatic_ribonuclease;DATABASE|AP02097||Pancreatic_ribonuclease;DATABASE|AP02099||Pancreatic_ribonuclease;DATABASE|AP02337||Pancreatic_ribonuclease;DATABASE|AP02338||Pancreatic_ribonuclease;DATABASE|AP02425||Pancreatic_ribonuclease;DATABASE|AP02426||Pancreatic_ribonuclease;DATABASE|AP03199||Pancreatic_ribonuclease;DATABASE|AP03305||Pancreatic_ribonuclease;DATABASE|AP04036||Pancreatic_ribonuclease;DATABASE|AP04054||Pancreatic_ribonuclease;DATABASE|CAMPSQ1105_Ribonuclease7||Pancreatic_ribonuclease;DATABASE|CAMPSQ11140_RNase3||Pancreatic_ribonuclease;DATABASE|CAMPSQ3921_Ribonuclease-like3||Pancreatic_ribonuclease;PRED|NP_001006993.2_angiogenin_precursor_[Rattus_norvegicus]|0.98|0.76||Pancreatic_ribonuclease;PRED|NP_001007016.1_ribonuclease_A_family_member_2_precursor_[Rattus_norvegicus]|0.96|0.84||Pancreatic_ribonuclease;PRED|NP_001007943.1_ribonuclease_homolog_precursor_[Gallus_gallus]|0.97|0.76||Pancreatic_ribonuclease;PRED|NP_001011875.1_probable_inactive_ribonuclease-like_protein_12_precursor_[Mus_musculus]|0.52|0.76||Pancreatic_ribonuclease;PRED|NP_001011876.1_angiogenin_ribonuclease_A_family_member_6_precursor_[Mus_musculus]|0.94|0.88||Pancreatic_ribonuclease;PRED|NP_001012209.1_probable_inactive_ribonuclease-like_protein_12_precursor_[Rattus_norvegicus]|0.83|0.77||Pancreatic_ribonuclease;PRED|NP_001012232.1_ribonuclease_17_precursor_[Rattus_norvegicus]|0.98|0.92||Pancreatic_ribonuclease;PRED|NP_001012359.1_angiogenin_ribonuclease_A_family_member_2_precursor_[Rattus_norvegicus]|0.89|0.7||Pancreatic_ribonuclease;PRED|NP_001013250.1_ribonuclease_pancreatic_delta-type_precursor_[Rattus_norvegicus]|0.93|0.79||Pancreatic_ribonuclease;PRED|NP_001019993.1_probable_inactive_ribonuclease-like_protein_12_precursor_[Homo_sapiens]|0.69|0.81||Pancreatic_ribonuclease;PRED|NP_001020287.1_ribonuclease_pancreatic_gamma-type_precursor_[Rattus_norvegicus]|0.99|0.76||Pancreatic_ribonuclease;PRED|NP_001025075.2_ribonuclease_pancreatic_beta-type_precursor_[Rattus_norvegicus]|0.96|0.78||Pancreatic_ribonuclease;PRED|NP_001091046.1_angiogenin_precursor_[Homo_sapiens]|1.0|0.79||Pancreatic_ribonuclease;PRED|NP_001092923.1_ribonuclease-like_3_precursor_[Danio_rerio]|0.98|0.76||Pancreatic_ribonuclease;PRED|NP_001093574.1_ribonuclease_like_4_precursor_[Danio_rerio]|0.99|0.79||Pancreatic_ribonuclease;PRED|NP_001136.1_angiogenin_precursor_[Homo_sapiens]|1.0|0.79||Pancreatic_ribonuclease;PRED|NP_001155203.1_angiogenin_precursor_[Mus_musculus]|0.94|0.76||Pancreatic_ribonuclease;PRED|NP_001156335.1_inactive_ribonuclease-like_protein_10_isoform_2_precursor_[Mus_musculus]|0.71|0.79||Pancreatic_ribonuclease;PRED|NP_001269121.1_ribonuclease_4_precursor_[Homo_sapiens]|1.0|0.87||Pancreatic_ribonuclease;PRED|NP_001269122.1_ribonuclease_4_precursor_[Homo_sapiens]|1.0|0.88||Pancreatic_ribonuclease;PRED|NP_001347046.1_ribonuclease_K6_precursor_[Mus_musculus]|0.98|0.86||Pancreatic_ribonuclease;PRED|NP_001372200.1_angiogenin_precursor_[Homo_sapiens]|1.0|0.79||Pancreatic_ribonuclease;PRED|NP_001372201.1_angiogenin_precursor_[Homo_sapiens]|1.0|0.79||Pancreatic_ribonuclease;PRED|NP_001372202.1_angiogenin_precursor_[Homo_sapiens]|1.0|0.79||Pancreatic_ribonuclease;PRED|NP_001372203.1_angiogenin_precursor_[Homo_sapiens]|1.0|0.79||Pancreatic_ribonuclease;PRED|NP_001395600.1_eosinophil-associated_ribonuclease_A_family_member_1_precursor_[Rattus_norvegicus]|0.98|0.93||Pancreatic_ribonuclease;PRED|NP_001395897.1_ribonuclease_16-like_precursor_[Rattus_norvegicus]|0.62|0.89||Pancreatic_ribonuclease;PRED|NP_001398935.1_angiogenin_precursor_[Rattus_norvegicus]|0.98|0.76||Pancreatic_ribonuclease;PRED|NP_002924.1_ribonuclease_pancreatic_precursor_[Homo_sapiens]|0.99|0.72||Pancreatic_ribonuclease;PRED|NP_002925.1_non-secretory_ribonuclease_precursor_[Homo_sapiens]|0.99|0.92||Pancreatic_ribonuclease;PRED|NP_002926.2_eosinophil_cationic_protein_precursor_[Homo_sapiens]|0.99|0.85||Pancreatic_ribonuclease;PRED|NP_002928.1_ribonuclease_4_precursor_[Homo_sapiens]|1.0|0.88||Pancreatic_ribonuclease;PRED|NP_005606.1_ribonuclease_K6_precursor_[Homo_sapiens]|1.0|0.89||Pancreatic_ribonuclease;PRED|NP_031473.1_angiogenin_precursor_[Mus_musculus]|0.94|0.76||Pancreatic_ribonuclease;PRED|NP_031474.2_angiogenin_ribonuclease_A_family_member_5_precursor_[Mus_musculus]|0.98|0.86||Pancreatic_ribonuclease;PRED|NP_031475.2_angiogenin-2_precursor_[Mus_musculus]|1.0|0.88||Pancreatic_ribonuclease;PRED|NP_031920.1_eosinophil_cationic_protein_1_precursor_[Mus_musculus]|0.95|0.83||Pancreatic_ribonuclease;PRED|NP_031921.1_eosinophil_cationic_protein_2_precursor_[Mus_musculus]|0.97|0.9||Pancreatic_ribonuclease;PRED|NP_059085.2_eosinophil-associated_ribonuclease_A_family_member_14_precursor_[Mus_musculus]|0.94|0.88||Pancreatic_ribonuclease;PRED|NP_062271.2_ribonuclease_2B_precursor_[Mus_musculus]|0.98|0.92||Pancreatic_ribonuclease;PRED|NP_115961.3_ribonuclease_7_precursor_[Homo_sapiens]|1.0|0.89||Pancreatic_ribonuclease;PRED|NP_444341.1_non-secretory_ribonuclease_precursor_[Mus_musculus]|0.94|0.93||Pancreatic_ribonuclease;PRED|NP_444342.1_eosinophil-associated_ribonuclease_A_family_member_10_precursor_[Mus_musculus]|0.98|0.89||Pancreatic_ribonuclease;PRED|NP_444343.2_non-secretory_ribonuclease_precursor_[Mus_musculus]|0.95|0.89||Pancreatic_ribonuclease;PRED|NP_612204.1_ribonuclease_8_precursor_[Homo_sapiens]|0.99|0.9||Pancreatic_ribonuclease;PRED|NP_620257.1_eosinophil_cationic_protein_precursor_[Rattus_norvegicus]|0.89|0.92||Pancreatic_ribonuclease;PRED|NP_808212.2_angiogenin-4_precursor_[Mus_musculus]|0.97|0.82||Pancreatic_ribonuclease;PRED|NP_919412.1_ribonuclease_4_precursor_[Homo_sapiens]|1.0|0.87||Pancreatic_ribonuclease;PRED|NP_937875.1_ribonuclease_pancreatic_precursor_[Homo_sapiens]|0.99|0.72||Pancreatic_ribonuclease;PRED|NP_937877.1_ribonuclease_pancreatic_precursor_[Homo_sapiens]|0.99|0.72||Pancreatic_ribonuclease;PRED|NP_937878.1_ribonuclease_pancreatic_precursor_[Homo_sapiens]|0.99|0.72||Pancreatic_ribonuclease;PRED|NP_957691.1_ribonuclease_4_precursor_[Mus_musculus]|1.0|0.88||Pancreatic_ribonuclease;PRED|NP_990590.1_angiogenin_precursor_[Gallus_gallus]|0.93|0.84||Pancreatic_ribonuclease;PRED|NP_996538.1_ribonuclease_K6_precursor_[Rattus_norvegicus]|0.99|0.89||Pancreatic_ribonuclease;PRED|XP_003223861.2_ribonuclease_[Anolis_carolinensis]|0.94|0.81||Pancreatic_ribonuclease;PRED|XP_003223927.3_angiogenin-2_[Anolis_carolinensis]|0.98|0.94||Pancreatic_ribonuclease;PRED|XP_003229325.2_angiogenin_isoform_X2_[Anolis_carolinensis]|0.99|0.86||Pancreatic_ribonuclease;PRED|XP_003229327.3_angiogenin_[Anolis_carolinensis]|0.99|0.84||Pancreatic_ribonuclease;PRED|XP_003229328.1_angiogenin_[Anolis_carolinensis]|0.99|0.78||Pancreatic_ribonuclease;PRED|XP_006251937.1_ribonuclease_pancreatic_gamma-type_isoform_X1_[Rattus_norvegicus]|0.99|0.76||Pancreatic_ribonuclease;PRED|XP_006251955.1_ribonuclease_pancreatic_delta-type_isoform_X1_[Rattus_norvegicus]|0.92|0.79||Pancreatic_ribonuclease;PRED|XP_006519411.1_angiogenin_ribonuclease_A_family_member_6_isoform_X1_[Mus_musculus]|0.94|0.88||Pancreatic_ribonuclease;PRED|XP_006519702.1_inactive_ribonuclease-like_protein_10_isoform_X1_[Mus_musculus]|0.71|0.82||Pancreatic_ribonuclease;PRED|XP_008113587.1_angiogenin_[Anolis_carolinensis]|0.93|0.85||Pancreatic_ribonuclease;PRED|XP_008768779.1_probable_inactive_ribonuclease-like_protein_12_isoform_X1_[Rattus_norvegicus]|0.83|0.79||Pancreatic_ribonuclease;PRED|XP_008768783.1_ribonuclease_17_isoform_X1_[Rattus_norvegicus]|0.98|0.92||Pancreatic_ribonuclease;PRED|XP_008772009.1_ribonuclease_K6_isoform_X1_[Rattus_norvegicus]|0.98|0.89||Pancreatic_ribonuclease;PRED|XP_008772010.1_ribonuclease_K6_isoform_X2_[Rattus_norvegicus]|0.99|0.89||Pancreatic_ribonuclease;PRED|XP_016850856.1_ribonuclease-like_[Anolis_carolinensis]|0.97|0.77||Pancreatic_ribonuclease;PRED|XP_016850894.1_ribonuclease_[Anolis_carolinensis]|0.99|0.86||Pancreatic_ribonuclease;PRED|XP_016854000.2_angiogenin-like_[Anolis_carolinensis]|0.79|0.71||Pancreatic_ribonuclease;PRED|XP_016854001.2_angiogenin-like_[Anolis_carolinensis]|0.99|0.76||Pancreatic_ribonuclease;PRED|XP_016877055.1_ribonuclease_K6_isoform_X1_[Homo_sapiens]|1.0|0.89||Pancreatic_ribonuclease;PRED|XP_036014779.1_inactive_ribonuclease-like_protein_10_isoform_X1_[Mus_musculus]|0.71|0.83||Pancreatic_ribonuclease;PRED|XP_062813163.1_angiogenin-2-like_[Anolis_carolinensis]|0.97|0.8||Pancreatic_ribonuclease;PRED|XP_062813325.1_angiogenin_isoform_X1_[Anolis_carolinensis]|0.96|0.86||Pancreatic_ribonuclease;PRED|XP_063130661.1_ribonuclease_4_isoform_X1_[Rattus_norvegicus]|1.0|0.9||Pancreatic_ribonuclease;PRED|XP_063130662.1_ribonuclease_4_isoform_X1_[Rattus_norvegicus]|1.0|0.9||Pancreatic_ribonuclease	True	True
cluster_1040	1	PRED	PRED|XP_024362320.1_uncharacterized_protein_[Physcomitrium_patens]|0.91|0.87||ACTIN_T1-LIKE_PROTEIN	False	True
cluster_1041	1	PRED	PRED|XP_009044398.1_hypothetical_protein_LOTGIDRAFT_59725_partial_[Lottia_gigantea]|0.54|0.74||RNA-binding_motif	False	True
cluster_1042	2	PRED	PRED|XP_009066742.1_hypothetical_protein_LOTGIDRAFT_134420_partial_[Lottia_gigantea]|0.55|0.92||L_domain-like;PRED|XP_009066750.1_hypothetical_protein_LOTGIDRAFT_134449_partial_[Lottia_gigantea]|0.77|0.94||L_domain-like	False	True
cluster_1043	1	PRED	PRED|XP_009043838.1_hypothetical_protein_LOTGIDRAFT_79781_partial_[Lottia_gigantea]|0.67|0.8||Forkhead_box_Q2	False	True
cluster_1044	1	PRED	PRED|WP_003096511.1_MULTISPECIES:_c-type_cytochrome_[Pseudomonas]|0.78|0.88||Cytochrome_c,_class_IE	False	True
cluster_1045	1	PRED	PRED|XP_009060921.1_hypothetical_protein_LOTGIDRAFT_147986_partial_[Lottia_gigantea]|0.77|0.73||Acyl-CoA_N-acyltransferase|N-alpha-acetyltransferase_80	False	True
cluster_1046	1	PRED	PRED|XP_009059650.1_hypothetical_protein_LOTGIDRAFT_164889_[Lottia_gigantea]|0.93|0.75||PROTEIN-COUPLED_RECEPTOR_GPR1,_PUTATIVE-RELATED	False	True
cluster_1047	1	PRED	PRED|NP_001041218.1_DUF19_domain-containing_protein_[Caenorhabditis_elegans]|0.81|0.86||Chromadorea_ALT	False	True
cluster_1048	1	PRED	PRED|XP_658572.1_uncharacterized_protein_ANIA_00968_[Aspergillus_nidulans_FGSC_A4]|0.64|0.77||Ribonuclease_T2-like_superfamily	False	True
cluster_1049	1	DATABASE	DATABASE|CAMPSQ11207_Monotremelactationprotein||Leg1	True	False
cluster_105	21	DATABASE;PRED	DATABASE|CAMPSQ4605_ChainAE6-BindingZincFinger||Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_001009876.2_CHY_zinc_finger_protein_[Tetrahymena_thermophila_SB210]|0.96|0.78||Mitochondrial_Tim_protein_assembly_helper|Protein_of_unknown_function_UCP017292,_zinc_finger,_CHY-type|Zinc_finger,_CHY-type|Zinc_finger,_CHY-type_superfamily;PRED|XP_009044133.1_hypothetical_protein_LOTGIDRAFT_102775_partial_[Lottia_gigantea]|0.57|0.71||C2H2-type_Zinc-Finger_Transcription_Regulators|Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_009046193.1_hypothetical_protein_LOTGIDRAFT_180165_[Lottia_gigantea]|0.85|0.92||Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_009046372.1_hypothetical_protein_LOTGIDRAFT_68084_partial_[Lottia_gigantea]|0.63|0.86||Insulinoma-associated_protein_1/2|Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_009047510.1_hypothetical_protein_LOTGIDRAFT_139040_partial_[Lottia_gigantea]|1.0|0.79||Ovo-like|Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_009047937.1_hypothetical_protein_LOTGIDRAFT_111739_partial_[Lottia_gigantea]|0.88|0.8||B-box-type_zinc_finger|TRIM45/56/19-like;PRED|XP_009050878.1_hypothetical_protein_LOTGIDRAFT_90174_partial_[Lottia_gigantea]|0.79|0.81||Zinc_finger_C2H2_superfamily;PRED|XP_009053523.1_hypothetical_protein_LOTGIDRAFT_116733_partial_[Lottia_gigantea]|0.93|0.89||Zinc_finger|Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_009063283.1_hypothetical_protein_LOTGIDRAFT_129892_partial_[Lottia_gigantea]|0.57|0.88||CTCF-like,_C2H2_zinc_finger|Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_009066202.1_hypothetical_protein_LOTGIDRAFT_57923_partial_[Lottia_gigantea]|0.64|0.84||Snail/Krueppel_C2H2-type_Zinc-finger|Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_016769367.1_zinc_finger_protein_169_[Apis_mellifera]|0.91|0.91||Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_025984573.2_zinc_finger_matrin-type_protein_4_[Glycine_max]|0.76|0.75||Matrin/U1-C-like,_C2H2-type_zinc_finger|Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_052833385.1_putative_zinc_finger_protein_876_[Octopus_bimaculoides]|0.84|0.94||Snail/Krueppel_C2H2-type_Zinc-finger|Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_052834317.1_zinc_finger_protein_506-like_partial_[Octopus_bimaculoides]|0.56|0.9||Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_073805053.1_uncharacterized_protein_isoform_X2_[Danio_rerio]|0.51|0.77||Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_073805055.1_uncharacterized_protein_isoform_X2_[Danio_rerio]|0.51|0.76||Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_073805056.1_uncharacterized_protein_isoform_X2_[Danio_rerio]|0.51|0.72||Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_317494.1_protein_drumstick_isoform_X3_[Anopheles_gambiae]|0.66|0.75||Zinc_finger_C2H2_superfamily|Zinc_finger_C2H2-type;PRED|XP_636160.1_hypothetical_protein_DDB_G0289565_[Dictyostelium_discoideum_AX4]|0.91|0.8||B-box-type_zinc_finger;PRED|XP_644920.1_C2H2-type_zinc_finger-containing_protein_[Dictyostelium_discoideum_AX4]|0.76|0.83||Classic_Zinc_Finger	True	True
cluster_1050	1	PRED	PRED|NP_001163242.1_uncharacterized_protein_Dmel_CG42497_[Drosophila_melanogaster]|0.58|0.7||Protein_of_unknown_function_DUF4748	False	True
cluster_1051	1	PRED	PRED|XP_070667984.1_potassium_transporter_3-like_[Malus_domestica]|0.8|0.74||Potassium_transporter	False	True
cluster_1052	1	PRED	PRED|XP_032826637.1_small_integral_membrane_protein_15_[Petromyzon_marinus]|0.65|0.75||Small_integral_membrane_protein_15	False	True
cluster_1053	1	PRED	PRED|XP_001836683.1_hypothetical_protein_CC1G_08068_[Coprinopsis_cinerea_okayama7#130]|0.52|0.77||Protein_of_unknown_function_DUF4360	False	True
cluster_1054	1	PRED	PRED|XP_036009544.1_ARL14_effector_protein-like_[Mus_musculus]|0.89|0.9||ARF7_effector_protein,_C-terminal	False	True
cluster_1055	1	PRED	PRED|NP_001273335.1_appetite-regulating_hormone_isoform_4_precursor_[Mus_musculus]|0.77|0.74||Motilin/ghrelin-associated_peptide|Preproghrelin_peptide	False	True
cluster_1056	1	PRED	PRED|XP_001030396.1_phage_lysozyme_protein_[Tetrahymena_thermophila_SB210]|0.75|0.73||Bacteriophage_lysozyme-like	False	True
cluster_1057	1	PRED	PRED|NP_001246982.1_uncharacterized_protein_Dmel_CG43061_[Drosophila_melanogaster]|1.0|0.89||Conotoxin_I-superfamily	False	True
cluster_1058	2	PRED	PRED|NP_001259794.1_NADH_dehydrogenase_(ubiquinone)_15_kDa_subunit_isoform_I_[Drosophila_melanogaster]|0.74|0.77||NADH_DEHYDROGENASE_[UBIQUINONE]_IRON-SULFUR_PROTEIN_5;PRED|NP_001323508.1_NADH-ubiquinone_oxidoreductase-like_protein_[Arabidopsis_thaliana]|0.81|0.72||NADH:ubiquinone_oxidoreductase,_iron-sulphur_subunit_5	False	True
cluster_1059	1	PRED	PRED|NP_001136544.1_uncharacterized_LOC100216661_[Zea_mays]|0.61|0.85||Alanyl-tRNA_Editing_Enzymes	False	True
